sale_id,date_key,customer_key,product_key,store_key,employee_key,quantity,sales
310,1748,516,1284,850,1395,7,3506.56
311,1304,1686,1188,1008,1424,10,4849.31
312,41,866,570,852,496,10,1502.5
313,853,862,1559,218,664,3,1318.96
314,1,649,1606,665,848,1,2853.43
315,827,1129,1513,103,1133,9,2281.98
316,1462,939,1120,1163,524,4,2461.53
317,902,808,1673,531,1399,5,1592.14
318,211,1683,148,405,1251,9,4426.46
319,1659,1590,1077,280,519,7,1187.51
320,783,57,1589,744,548,7,4393.27
321,57,1529,144,861,140,2,4347.68
322,286,882,1496,1154,453,2,4889.21
323,1755,123,1707,189,582,7,2120.89
324,1790,150,1187,647,551,6,1814.04
325,958,1694,1462,1079,265,1,945.67
326,1025,818,1238,411,1024,5,3418.05
327,396,1695,26,968,457,8,1221.27
328,380,1889,405,257,1280,9,3594.81
329,299,201,12,621,1078,4,865.1
330,690,1750,292,486,659,6,869.59
331,1122,398,108,600,181,3,433.85
332,8,1155,346,405,648,10,824.84
333,979,141,1087,1139,893,4,4155.08
334,560,157,1618,249,483,8,510.12
335,523,241,3,118,431,1,2653.34
336,1037,1546,260,166,1242,4,4496.04
337,1073,444,881,1022,813,6,4280.09
338,214,1996,925,997,33,4,4257.38
339,110,1006,788,403,727,4,1535.44
340,1142,25,437,697,457,2,3527.12
341,1724,338,1556,739,395,5,1215.6
342,822,52,1103,866,796,8,163.16
343,951,947,416,746,363,4,1609.76
344,883,805,244,949,423,10,2907.38
345,506,1891,1170,872,928,7,1666.14
346,124,1063,556,433,1249,7,1802.77
347,1303,1620,1064,80,1255,6,4234.02
348,875,1843,1300,416,525,5,4781.15
349,1591,695,173,1029,559,6,3832.21
350,1772,993,66,456,14,10,4955.78
351,656,940,136,1141,334,1,4343.45
352,1553,461,1118,333,946,7,3201.57
353,1401,833,1761,63,1226,10,3741.8
354,588,1415,1267,1036,1303,8,454.58
355,1668,241,588,282,213,5,896.01
356,1285,444,233,805,352,1,4490.67
357,136,988,423,302,955,7,1501.4
358,760,1600,635,942,433,7,1612.38
359,217,740,1467,805,732,4,491.65
360,955,1772,1254,1193,1226,6,697.89
361,995,655,1602,451,220,5,3097.32
362,1560,200,1179,119,462,4,4394.19
363,498,702,604,1104,1014,6,2443.56
364,1473,1099,1224,432,564,6,1388.49
365,1160,1462,1425,553,479,9,1435.29
366,1050,231,597,475,307,9,1360.94
367,1545,1380,370,67,608,8,142.76
368,941,1052,625,139,151,10,2097.56
369,218,616,604,1107,1297,9,3809.36
370,709,950,1705,1047,908,2,1456.0
371,1698,1472,1749,926,1492,1,912.47
372,1488,726,1314,79,1150,5,1412.09
373,690,1417,1555,797,937,8,4251.81
374,1460,481,1295,29,1042,6,968.81
375,705,632,1163,125,561,4,1891.37
376,468,1387,632,440,486,9,3998.83
377,1169,963,302,613,626,3,2063.17
378,561,166,190,514,81,6,1691.64
379,50,1849,119,57,356,1,3736.84
380,197,437,629,149,88,5,3764.3
381,1408,2000,1489,946,939,6,2775.54
382,1270,768,85,762,1218,5,4451.46
383,827,452,239,654,1218,3,768.14
384,1162,180,552,1020,769,10,1032.92
385,1060,104,441,417,866,1,561.14
386,315,1567,1623,643,1130,3,1410.18
387,894,1017,230,186,34,4,2203.08
388,1801,525,931,723,593,6,3339.6
389,202,1108,1469,235,386,9,4361.3
390,894,902,1766,32,956,6,1538.57
391,233,628,827,1042,790,8,2332.91
392,1522,1775,1450,269,238,4,3545.5
393,1634,789,1336,593,1289,8,4067.27
394,895,1884,420,754,1307,8,2690.57
395,1166,211,1635,950,129,10,4221.99
396,374,914,1004,687,848,10,1080.71
397,1380,1872,820,1066,1191,4,2778.5
398,536,43,700,122,128,7,3307.01
399,1149,405,894,617,1464,7,783.18
400,734,1610,1147,132,768,3,4485.88
401,496,1861,298,534,1173,2,4853.21
402,268,1996,686,821,344,6,2088.69
403,629,584,566,286,961,3,2425.86
404,1813,964,452,796,177,1,2491.17
405,1704,669,1230,818,39,8,2624.71
406,438,26,1735,170,945,10,3657.98
407,1586,170,24,88,1008,8,787.27
408,1532,1108,1062,328,1108,6,3575.61
409,1114,1383,108,740,310,7,2807.22
410,936,1857,899,688,1151,6,2544.57
411,1254,475,1409,731,524,2,4338.43
412,434,1064,114,267,449,5,1574.88
413,167,1948,363,466,29,1,2578.6
414,933,199,190,353,1398,4,920.42
415,821,1766,1676,872,833,3,4819.65
416,430,98,705,729,389,2,1888.0
417,1127,1185,1263,204,813,9,3457.53
418,1181,1519,336,901,1353,9,2475.61
419,1640,44,805,426,177,9,1472.77
420,1656,350,1315,958,34,3,4794.29
421,1018,169,1556,1076,515,7,4714.97
422,1515,1738,604,1058,1268,10,3622.05
423,1082,1637,1362,448,290,1,4347.94
424,609,1851,725,1114,633,7,123.56
425,1120,1158,1554,882,924,7,3066.31
426,196,1210,711,711,625,7,2289.84
427,54,1381,1508,462,618,9,789.33
428,592,281,578,776,1374,8,1708.36
429,771,1421,388,713,317,9,3057.27
430,233,1974,367,573,323,9,1320.11
431,54,1322,1398,616,358,9,3707.6
432,624,612,1230,1108,824,3,3482.07
433,912,381,1401,663,351,3,3923.76
434,1150,1642,1007,88,608,7,3051.35
435,1710,1505,959,384,1383,3,881.8
436,1013,1609,10,401,1366,3,4081.69
437,300,1494,918,11,35,9,2867.44
438,1502,535,1215,1158,1330,7,2965.75
439,1118,1777,548,48,1064,2,3678.52
440,507,49,696,992,1233,5,2401.27
441,777,1623,1370,175,1279,3,579.67
442,843,1545,916,287,64,1,3085.49
443,1121,85,1557,218,517,9,3532.87
444,1377,244,601,1172,451,2,1697.96
445,460,1826,1604,270,1364,8,1751.21
446,1499,834,1671,588,1187,4,377.7
447,1189,871,789,615,102,3,1587.2
448,1110,254,1008,683,122,9,1579.91
449,59,28,571,352,1299,1,1538.6
450,41,1350,301,494,336,5,4559.65
451,1088,91,409,494,626,5,1342.42
452,1779,74,1594,1160,948,5,4697.79
453,1631,334,162,864,287,8,621.44
454,694,1174,1636,794,907,7,3618.22
455,148,224,524,937,1081,5,3434.66
456,1788,175,833,1107,224,7,956.09
457,418,481,674,989,342,8,1933.35
458,108,1857,1100,743,1454,5,1115.8
459,1420,1209,30,329,819,3,1206.71
460,1451,139,559,64,1344,4,4787.35
461,927,1355,418,250,255,9,2266.4
462,1420,1126,1024,188,371,9,920.15
463,314,1426,730,830,299,5,1256.84
464,136,760,70,1058,1180,2,3975.97
465,1298,779,516,573,779,5,650.67
466,492,449,1256,546,1041,3,4397.35
467,144,1724,1257,444,705,1,71.24
468,869,156,1734,967,1409,8,2064.2
469,945,1807,780,998,580,5,2763.73
470,179,1236,318,1067,366,8,3295.52
471,978,1608,504,881,1018,7,371.26
472,689,380,600,741,596,10,690.6
473,403,654,799,22,610,9,3147.73
474,468,1142,131,574,766,4,1661.36
475,1489,1902,1206,240,137,3,3064.85
476,494,897,1148,75,929,3,4219.85
477,1462,1569,1622,487,399,4,2242.25
478,1612,457,1552,347,574,10,340.46
479,1299,833,1470,517,594,9,1789.09
480,217,903,1416,801,1425,4,4920.87
481,1739,1660,1069,161,205,6,995.07
482,1029,982,1598,820,251,4,4384.2
483,1327,943,727,467,1438,8,2762.87
484,904,724,1292,645,242,10,3347.37
485,12,1304,903,841,1068,8,3600.24
486,410,1275,1590,512,917,8,2041.89
487,4,475,355,394,117,9,1345.73
488,163,339,765,842,1002,6,862.0
489,1547,1142,1648,268,1096,10,3621.42
490,1803,1752,1739,406,161,2,2815.69
491,1414,990,1121,1109,13,1,4764.88
492,116,276,1526,612,1013,1,116.64
493,1313,441,807,107,1363,8,4827.67
494,1614,370,1690,630,764,7,3462.63
495,151,1647,1141,657,501,8,3982.99
496,1223,155,572,318,206,2,3012.47
497,544,1136,1053,1091,1308,3,1064.27
498,1065,733,1261,1166,17,6,3562.72
499,168,1844,448,920,828,10,2657.05
500,488,1854,673,1027,1329,9,2231.06
501,816,1265,80,1128,909,4,3950.33
502,1488,1360,765,415,48,9,1327.54
503,12,1341,1119,23,723,8,2344.94
504,76,866,708,365,701,6,4303.38
505,473,1534,848,845,604,5,3053.36
506,1030,1447,1696,1108,1483,9,839.48
507,449,1620,1554,159,630,1,4945.24
508,132,616,115,532,1165,3,3691.78
509,521,241,213,1044,414,1,1735.07
510,540,750,990,654,1104,6,2440.63
511,1756,1607,81,419,1234,10,4223.09
512,1366,1024,1541,870,1070,6,3698.64
513,1221,438,326,457,640,5,656.14
514,763,175,1319,771,812,2,3379.0
515,1440,1806,703,956,1335,10,2017.96
516,1116,555,382,1149,1062,7,166.15
517,466,1213,89,672,812,8,2686.89
518,921,1233,1565,1121,22,8,3205.34
519,1269,1898,391,339,201,2,1760.78
520,978,1223,661,879,1353,9,320.67
521,525,970,742,375,23,8,2957.7
522,510,2,361,1175,632,9,2816.57
523,1590,494,296,744,1020,7,1548.71
524,1444,733,1740,668,1101,2,3992.76
525,1729,126,3,551,528,8,3800.3
526,688,1820,271,634,292,6,924.31
527,218,1964,497,1157,236,9,1196.94
528,794,1590,543,307,1119,1,4906.86
529,172,1275,1006,1097,242,3,1875.81
530,1289,341,431,902,173,8,4138.4
531,1250,1710,1338,375,1327,5,1599.63
532,80,339,434,1110,16,7,162.32
533,847,1727,1525,156,739,1,4863.85
534,683,1035,1336,1089,805,4,4238.57
535,1283,1666,597,1022,581,7,809.33
536,3,1369,560,727,1011,10,2963.39
537,1803,321,503,1008,390,6,2302.36
538,449,993,32,443,162,10,775.74
539,54,1324,1637,719,973,1,1442.59
540,669,256,174,36,190,5,3012.86
541,93,1986,1391,667,94,3,3309.92
542,1357,545,628,1140,1028,6,1441.01
543,1738,612,1480,1199,1074,3,3542.27
544,1794,532,539,1059,1157,3,3373.66
545,1228,1023,196,690,1122,6,2789.48
546,326,738,1057,333,381,8,3722.31
547,1602,862,1314,438,102,8,3811.53
548,546,1953,335,273,305,1,4367.14
549,1576,140,270,1143,38,8,1552.29
550,970,1276,1335,898,794,3,1563.53
551,1367,1508,1676,177,762,4,1290.36
552,753,1492,1549,745,833,8,4378.19
553,1315,765,163,592,945,1,4552.24
554,127,566,607,698,1121,3,2124.12
555,124,824,763,924,1274,10,2671.52
556,1197,178,1099,970,977,2,548.11
557,1375,1062,1456,1165,487,9,1736.14
558,1694,608,1594,462,74,3,1123.44
559,837,67,412,477,911,10,876.2
560,877,1346,1712,1072,640,5,619.57
561,1369,1247,38,928,558,1,1777.46
562,104,193,1036,76,1209,6,2723.39
563,1643,502,278,350,611,6,2634.51
564,348,1519,1570,383,988,3,3870.46
565,109,312,1340,1166,85,8,4618.67
566,891,342,511,746,1302,1,3577.14
567,528,657,406,976,1274,4,2329.77
568,1812,1175,348,965,760,1,3320.3
569,169,1724,118,1058,1276,3,4854.55
570,214,477,1654,155,886,2,1323.14
571,1751,964,131,286,1060,1,2868.36
572,792,743,640,1004,658,10,4641.65
573,59,369,1404,1168,1386,8,4042.2
574,1715,1113,1605,891,1381,4,2147.51
575,490,2,767,959,1108,2,3039.86
576,885,1559,991,703,232,4,3838.77
577,1017,1230,1226,629,1258,4,3845.0
578,153,575,1168,219,685,4,3287.06
579,1688,1629,1706,207,62,7,2922.63
580,1245,1932,770,462,604,9,736.82
581,168,1225,365,769,211,7,3092.74
582,164,1546,696,834,626,5,2035.88
583,169,1154,1076,124,420,5,3116.11
584,1599,1208,311,923,86,9,1783.58
585,507,1748,1024,264,319,4,629.54
586,294,656,1060,1178,60,10,3757.08
587,1286,1464,1106,971,554,1,955.11
588,1138,862,1621,1164,880,1,1697.39
589,1550,1267,303,752,481,5,2501.6
590,187,820,701,1186,830,8,4150.37
591,584,1542,396,1181,216,6,3547.89
592,1328,1403,201,694,143,8,2187.65
593,438,1892,194,376,665,4,2174.89
594,73,1656,502,840,508,1,4364.62
595,1662,493,817,1039,1208,2,2094.36
596,355,894,620,695,696,2,4159.71
597,267,570,554,115,886,3,1665.95
598,124,1382,710,16,862,8,1028.68
599,520,1755,850,918,62,2,3128.8
600,1121,857,557,785,726,3,1948.42
601,1716,884,568,601,1478,5,1109.12
602,214,746,1668,1052,739,1,2167.02
603,924,1182,1762,288,74,7,2451.15
604,1149,1489,1588,681,617,2,1039.93
605,727,808,578,1156,568,8,2591.39
606,361,198,1124,731,267,9,3404.25
607,904,1190,1147,794,1191,8,1004.74
608,1222,1509,1586,266,1185,9,3509.48
609,480,377,1356,751,1394,3,4391.89
610,1524,975,1688,466,710,10,2959.61
611,562,123,1022,542,813,7,3531.74
612,384,454,425,278,366,4,3790.65
613,989,1721,1168,907,245,6,1711.4
614,1728,1529,1572,897,904,8,1426.97
615,468,1062,157,1070,164,5,146.34
616,698,1243,1106,195,6,7,2760.83
617,1412,285,237,190,196,5,4701.07
618,586,1215,1620,1010,1078,4,3953.3
619,1388,220,587,773,850,1,2984.24
620,912,838,360,649,1221,9,1571.56
621,174,1163,954,838,141,6,3995.94
622,990,354,1563,866,917,5,51.43
623,1011,1559,1645,766,926,7,4977.54
624,323,872,1723,428,697,9,4232.49
625,673,1386,1680,855,1012,10,4206.61
626,243,431,503,484,1251,3,1763.47
627,749,1124,5,431,1221,1,3663.7
628,1739,658,392,872,322,9,1401.9
629,594,954,1483,982,212,1,397.39
630,474,1212,1623,689,176,1,4086.12
631,328,593,1783,196,204,6,4479.2
632,373,719,1153,618,600,7,3521.04
633,919,1694,1770,243,354,5,925.86
634,1685,6,1420,948,127,9,2770.65
635,1627,95,37,195,521,5,1403.85
636,286,1410,1530,419,255,5,3808.01
637,684,220,1694,298,354,8,2000.9
638,995,972,1668,433,1137,10,3213.9
639,1584,1266,1620,1194,763,5,2828.01
640,1260,76,1056,326,350,4,2860.23
641,78,553,845,552,1404,9,2482.1
642,177,1769,142,873,171,4,4118.5
643,950,528,1480,1134,730,7,1949.24
644,542,1203,1401,418,505,8,4557.78
645,943,1481,938,761,459,4,1335.71
646,553,1911,1699,1148,1405,10,3863.57
647,1495,1263,73,544,96,10,1298.19
648,1745,1923,402,139,1299,6,238.96
649,1440,1147,1486,254,1005,1,3336.21
650,644,1146,105,161,128,4,708.12
651,1028,1157,90,70,820,3,3787.77
652,934,1998,1551,360,1226,1,3771.61
653,394,173,1011,887,754,8,3895.27
654,1389,1302,1159,46,535,6,3201.83
655,452,244,1562,394,727,1,1317.56
656,901,779,183,1176,512,1,2587.19
657,346,710,94,64,798,4,3404.97
658,888,1585,795,308,689,8,3774.62
659,139,885,724,430,952,6,1155.4
660,775,432,1086,1112,1055,3,3027.87
661,452,1988,946,710,472,10,157.81
662,806,236,48,21,338,9,4472.87
663,879,1653,905,1162,1226,10,3777.3
664,1727,522,1498,145,618,5,2865.82
665,336,572,325,533,1184,10,3247.92
666,1776,1573,1400,494,187,4,497.25
667,99,412,899,747,83,2,2105.84
668,411,1237,920,950,715,5,4720.97
669,368,870,278,46,1226,2,294.46
670,488,579,835,886,955,10,1302.56
671,1418,1158,1124,430,349,7,3249.09
672,796,866,219,216,210,5,3782.28
673,867,775,1494,310,538,5,4612.96
